p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TUBB4B	9.82872586937487e-51	-0.234116408484238	0.551	0.585	3.41243533458826e-46
TUBB6	2.64190163948867e-63	-0.10528278101356	0.076	0.128	9.1724183021407e-59
TUSC3	0	-0.468976376646099	0.132	0.412	0
TVP23B	1.39093439271027e-57	0.0728917233258452	0.108	0.057	4.82918511805079e-53
TXNDC11	1.32397083718289e-10	0.0295741141283691	0.136	0.112	4.59669434961526e-06
TXNDC12	1.40489560233294e-99	0.145270791134794	0.292	0.189	4.87765704173974e-95
TXNDC15	1.01951592248029e-21	-0.0613235418799742	0.127	0.163	3.53965733125931e-17
TYROBP	2.07500211706681e-55	0.0972819914039909	0.109	0.057	7.20419985024426e-51
UBA1	3.0754226242409e-51	0.085232017471061	0.339	0.255	1.0677559809102e-46
UBA5	0.000133119062918507	-0.0207625405737691	0.1	0.113	1
UBAC2	1.49898653107155e-96	0.119514847779252	0.178	0.095	5.20433133722733e-92
UBE2J1	0.00328711016376475	0.0108387314045112	0.171	0.158	1
UBE2J2	2.78499529842004e-06	0.0140317976160429	0.187	0.165	0.0966922517658455
UBR4	1.42854423777139e-219	0.229296606277148	0.277	0.129	4.95976273911849e-215
UBXN4	2.04564397987428e-132	0.177424413713537	0.595	0.439	7.10227133372551e-128
UGCG	4.79157051562611e-150	0.312566663287673	0.37	0.242	1.66358536732023e-145
UGGT1	8.32238067554858e-112	0.120197348517905	0.146	0.064	2.88944734674371e-107
UGT2A3	0	-1.06055563574129	0.131	0.584	0
UGT2B15	0	-0.383105438112477	0.052	0.189	0
UGT8	4.99730989521264e-241	0.154179008216053	0.12	0.014	1.73501602251888e-236
UNC50	0.863346024124461	-0.0215076823950539	0.247	0.244	1
UNC93B1	0	0.296856408698319	0.285	0.085	0
UPK1B	1.09292553620722e-45	-0.0438891950337866	0.1	0.152	3.79452816915785e-41
UQCR10	3.04816439632804e-234	-0.310453761927862	0.829	0.832	1.05829219676113e-229
UQCR11	1.07906861625617e-05	-0.00300683429562693	0.155	0.135	0.37464183287798
UQCRC2	0.592897368466035	-0.0412178534404022	0.376	0.363	1
URGCP	0.669097002255855	-0.00809268149478251	0.103	0.101	1
USE1	0.00018308675973963	-0.0373992855236717	0.2	0.214	1
USMG5	8.04821137368889e-06	-0.0105641322497432	0.702	0.722	0.279425850683105
USP48	3.3220814214459e-54	0.0939227138726003	0.19	0.125	1.1533934487118e-49
UXS1	6.4283562056264e-18	0.0456571502403262	0.156	0.122	2.23186099103143e-13
VAMP2	0	-0.462800042874333	0.391	0.572	0
VAMP3	2.08296314543047e-174	0.188966819637958	0.288	0.152	7.23183974462005e-170
VAMP4	9.64568761466582e-80	0.0897770193332925	0.11	0.049	3.34888628293583e-75
VAMP5	3.63714774449102e-26	0.0266329393392118	0.206	0.156	1.26278132540984e-21
VAMP8	0.121603881480316	0.0285504459160537	0.799	0.753	1
VAPA	5.28100329731116e-190	0.259656226412977	0.697	0.536	1.83351153479346e-185
VAPB	9.63174447280445e-28	0.0562210016824182	0.162	0.118	3.34404536351298e-23
VCAM1	1.14351777913593e-134	-0.210722952058294	0.07	0.148	3.97017937738204e-130
VCAN	7.0157462391683e-264	0.268317536370316	0.12	0.01	2.43579693677684e-259
VDAC1	0	0.697871714467113	0.747	0.417	0
VDAC2	4.34051107803196e-162	0.333692166815032	0.651	0.52	1.50698204118191e-157
VDAC3	0.0260784810146784	-0.0430916165807162	0.293	0.296	1
VEZT	7.87736384508472e-18	0.0586040238329298	0.293	0.249	2.73494195337496e-13
VIM	1.35231141992363e-175	0.000634798190567443	0.369	0.529	4.69509001883286e-171
VIMP	0	0.420869568889947	0.506	0.309	0
VKORC1	2.4232163775678e-67	-0.153997612513372	0.379	0.457	8.41316494127765e-63
VKORC1L1	2.81183744052281e-151	0.151414844498151	0.202	0.092	9.76241840975116e-147
VMA21	1.60514448493625e-107	0.127018906312701	0.195	0.103	5.57290113725018e-103
VMP1	3.70870269246106e-145	0.301704085608249	0.753	0.606	1.28762448779555e-140
VNN1	0	0.425880003615013	0.242	0.037	0
VOPP1	1.70042411208109e-165	0.175744494604938	0.245	0.121	5.90370247473433e-161
VSIG10	1.56309825644256e-19	-0.0545587248462868	0.108	0.139	5.42692083654294e-15
VSIG1	0	0.310428775024908	0.137	0.004	0
VSIG2	0	1.09566274952485	0.473	0.031	0
VTCN1	0	-0.329814251609245	0.051	0.245	0
VTI1B	1.28121856609283e-70	0.120242669461744	0.349	0.254	4.44826273961769e-66
VTN	0	-0.893116779418442	0.048	0.422	0
VWF	1.77880099701852e-147	-0.173008670074049	0.041	0.107	6.17581918154862e-143
WAC	4.88272576469348e-28	-0.114167585325531	0.336	0.379	1.69523355824393e-23
WDR11	4.63632323093746e-08	0.0297996140282207	0.164	0.142	0.00160968506254918
WDR13	2.81872608462519e-57	-0.135342845629405	0.257	0.327	9.78633509321021e-53
WDR33	0.00563323276081439	-3.23240698746341e-06	0.274	0.255	1
WDR82	8.88791576356816e-26	0.0562019382579699	0.197	0.15	3.08579547395323e-21
WDR83OS	2.07274693182391e-134	-0.266201383577716	0.683	0.703	7.19637007259943e-130
WFDC2	0	1.58819320535482	0.614	0.364	0
WFS1	7.21031153087812e-224	0.164742163094473	0.137	0.028	2.50334806040557e-219
WLS	5.2920573292149e-48	-0.120354757681555	0.22	0.282	1.83734938413012e-43
WRB	3.74747499128227e-65	-0.1067918297605	0.128	0.193	1.30108584222329e-60
XBP1	1.67725555452145e-68	0.142366113160002	0.472	0.368	5.82326355974301e-64
XRCC6	0.0357724060310388	-0.0223894501858355	0.46	0.423	1
YBX1	1.0378949269613e-144	0.34137723328047	0.896	0.83	3.60346739691692e-140
YIF1A	1.01233398649431e-271	0.29136737541387	0.439	0.248	3.51472236770961e-267
YIPF2	1.84338147313476e-36	0.0639489187680055	0.132	0.087	6.40003613657656e-32
YIPF3	1.04924742955669e-102	0.380799150331302	0.486	0.378	3.64288215067787e-98
YIPF4	3.00634720088184e-80	0.136714130692343	0.401	0.295	1.04377368467417e-75
YIPF5	6.45283036122059e-126	0.164881754296991	0.259	0.149	2.24035817311218e-121
YIPF6	1.15939083982947e-50	0.0875292831220582	0.314	0.236	4.02528905680394e-46
YME1L1	3.56336289305416e-80	0.157363025712924	0.324	0.227	1.23716396283947e-75
YWHAQ	0.00387708749948871	-0.00491005906973485	0.565	0.516	1
ZC3HAV1	4.47385239328412e-107	0.185048387258488	0.174	0.088	1.55327681242431e-102
ZDHHC12	5.17542012684549e-65	0.103061332843667	0.279	0.195	1.79685411383949e-60
ZDHHC13	3.10110621150618e-62	0.08960093691735	0.155	0.091	1.07667306557283e-57
ZDHHC20	2.91571448261044e-187	0.148581456696207	0.102	0.015	1.01230691121752e-182
ZDHHC2	0.00306843096274959	0.0149169126559416	0.153	0.141	1
ZDHHC24	5.88774529360116e-17	0.0336781278112197	0.111	0.082	2.04416628848539e-12
ZDHHC3	0	0.272361208709354	0.281	0.09	0
ZDHHC4	4.65419570551693e-16	0.0407993159440897	0.21	0.173	1.61589020699842e-11
ZDHHC5	5.07716623777052e-109	0.129039045063671	0.194	0.101	1.76274134609155e-104
ZDHHC6	0.036038344360022	0.00977980693813887	0.166	0.157	1
ZDHHC7	1.31231330050456e-267	0.229613169573431	0.251	0.094	4.55622054802179e-263
ZDHHC9	1.28378137840429e-249	0.183754383731283	0.177	0.047	4.45716056768187e-245
ZFPL1	6.03815630995606e-81	0.108626676855406	0.175	0.099	2.09638748925365e-76
ZFYVE27	5.90156370565476e-36	0.0599725178559706	0.121	0.077	2.04896390296628e-31
ZMPSTE24	1.15340914393635e-23	0.0553174337165074	0.218	0.173	4.00452120683262e-19
ZMYM5	6.99828960073699e-28	0.0631721526304079	0.136	0.096	2.42973616647988e-23
ZMYND11	4.70491788883382e-46	-0.0935030214147786	0.145	0.201	1.63350044182421e-41
ZNF33A	0.238497880305994	0.000390713380315266	0.177	0.171	1
ZNF511	2.70067747572696e-09	0.0306545968257381	0.221	0.193	9.37648212797643e-05
